Date,Year,State,Site,N_R,ID_mark,ID_number,sex,mated (if F),gps,wpt,wing_wear,Notes,lat,lon,ele
7/9/18,2018,Massachusetts,Upton,N,SBSY,UP722,M,,LIB,371,3,,42.207124,-71.625924,121.028709
7/9/18,2018,Massachusetts,Upton,N,SBYB,UP723,M,,LIB,374,5,,42.206938,-71.626002,119.784828
7/9/18,2018,Massachusetts,Upton,N,SBYG,UP724,F,mated,LIB,374,3,,42.206938,-71.626002,119.784828
7/9/18,2018,Massachusetts,Upton,R,BSRB,UP386,M,,LIB,376,5,,42.20689,-71.626067,120.071327
7/9/18,2018,Massachusetts,Upton,N,SBYR,UP725,F,mated,LIB,383,4,,42.206776,-71.626097,119.476784
7/9/18,2018,Massachusetts,Upton,N,SBYS,UP726,M,,LIB,384,4,,42.20675,-71.626103,119.465118
7/9/18,2018,Massachusetts,Upton,N,SBYY,UP727,M,,LIB,385,5,,42.206711,-71.626072,119.363098
7/9/18,2018,Massachusetts,Upton,N,SGBB,UP728,F,mated,LIB,385,4,,42.206711,-71.626072,119.363098
7/9/18,2018,Massachusetts,Upton,N,SGBG,UP729,F,mated,LIB,385,3,,42.206711,-71.626072,119.363098
7/9/18,2018,Massachusetts,Upton,N,SGBR,UP730,M,,LIB,390,3,,42.206677,-71.6261,118.212502
7/9/18,2018,Massachusetts,Upton,N,SGBS,UP731,M,,LIB,393,5,,42.206573,-71.626046,117.95491
7/9/18,2018,Massachusetts,Upton,R,RYYG,UP624,F,mated,LIB,396,4,,42.206465,-71.626168,118.194321
7/9/18,2018,Massachusetts,Upton,N,SGBY,UP732,F,mated,LIB,399,4,,42.206312,-71.625986,119.870132
7/9/18,2018,Massachusetts,Upton,N,YRYR,UP687,F,mated,GPS_27,377,3,,42.207815,-71.626174,64.538727
7/9/18,2018,Massachusetts,Upton,N,YRYS,UP688,F,mated,GPS_27,379,4,,42.207813,-71.626294,75.251717
7/9/18,2018,Massachusetts,Upton,N,YRYY,UP689,F,mated,GPS_27,380,5,,42.207918,-71.626303,87.133308
7/9/18,2018,Massachusetts,Upton,N,YSBB,UP690,M,,GPS_27,381,4,,42.207711,-71.62631,93.257263
7/9/18,2018,Massachusetts,Upton,R,YBGS,UP290,M,,GPS_27,382,5,,42.207647,-71.626226,94.597046
7/9/18,2018,Massachusetts,Upton,R,BSRG,UP387,M,,GPS_27,383,5,,42.207659,-71.626275,96.337357
7/9/18,2018,Massachusetts,Upton,N,YSBG,UP691,M,,GPS_27,384,5,,42.207602,-71.62627,98.926743
7/9/18,2018,Massachusetts,Upton,N,YSBR,UP692,M,,GPS_27,385,5,,42.20763,-71.626173,102.019363
7/9/18,2018,Massachusetts,Upton,N,YSBS,UP693,F,unmated,GPS_27,386,3,,42.207361,-71.626317,107.496361
7/9/18,2018,Massachusetts,Upton,N,YSBY,UP694,F,unmated,GPS_27,387,4,,42.20743,-71.626134,111.077164
7/9/18,2018,Massachusetts,Upton,N,YSGB,UP695,F,mated,GPS_27,389,4,,42.207445,-71.626062,113.893799
7/9/18,2018,Massachusetts,Upton,N,YSGG,UP696,F,mated,GPS_27,390,4,,42.207366,-71.626155,114.302132
7/9/18,2018,Massachusetts,Upton,R,BGSRS,UP629,F,mated,GPS_27,391,5,,42.207292,-71.626222,116.32901
7/9/18,2018,Massachusetts,Upton,N,YSGR,UP697,M,,GPS_27,392,5,,42.207115,-71.626173,117.934593
7/9/18,2018,Massachusetts,Upton,R,BBSBR,UP568,F,mated,GPS_27,393,4,ID mark is very faint,42.2071,-71.62631,118.078423
7/9/18,2018,Massachusetts,Upton,N,YSGS,UP698,F,mated,GPS_27,394,3,,42.206957,-71.626237,116.88092
7/9/18,2018,Massachusetts,Upton,N,YSGY,UP699,F,mated,GPS_27,396,3,,42.206879,-71.626271,114.735992
7/9/18,2018,Massachusetts,Upton,N,YSRB,UP700,M,,GPS_27,396,5,,42.206879,-71.626271,114.735992
7/9/18,2018,Massachusetts,Upton,N,YSRG,UP701,F,mated,GPS_27,397,5,,42.206613,-71.626433,116.05011
7/9/18,2018,Massachusetts,Upton,N,YSRR,UP702,F,mated,GPS_27,398,4,,42.20657,-71.626364,116.873413
7/9/18,2018,Massachusetts,Upton,N,YSRS,UP703,F,mated,GPS_27,399,4,,42.206335,-71.626274,117.972473
7/10/18,2018,Massachusetts,Harvard,R,GYBB,HA36,M,,GPS_27,400,2,,42.48533,-71.568878,123.641304
7/10/18,2018,Massachusetts,Harvard,N,SRSB,HA56,F,mated,GPS_27,401,2,,42.485615,-71.570008,121.050034
7/10/18,2018,Massachusetts,Harvard,N,SRSG,HA57,F,mated,GPS_27,402,2,,42.48616,-71.571734,121.848083
7/10/18,2018,Massachusetts,Harvard,N,SRSR,HA58,M,,GPS_27,403,3,,42.485886,-71.571693,121.565086
7/10/18,2018,Massachusetts,Harvard,N,SRSS,HA59,M,,GPS_27,404,2,,42.486462,-71.572309,119.826637
7/10/18,2018,Massachusetts,Harvard,N,BBSY,HA60,M,,LIB,400,3,,42.485272,-71.568819,137.893356
7/10/18,2018,Massachusetts,Harvard,R,BBRR,HA49,M,,LIB,401,3,,42.485327,-71.568807,118.945618
7/10/18,2018,Massachusetts,Harvard,R,SRGR,HA45,F,mated,LIB,402,3,,42.48533,-71.568866,118.812317
7/10/18,2018,Massachusetts,Harvard,R,GSRR,HA09,M,,LIB,403,4,,42.485332,-71.568735,117.843864
7/10/18,2018,Massachusetts,Harvard,R,NA,NA,F,mated,LIB,404,3,was written down as GBBS-not a color code used yet,42.485058,-71.568946,117.228966
7/10/18,2018,Massachusetts,Harvard,R,SRBY,HA42,F,mated,LIB,405,3,,42.484878,-71.568927,115.819298
7/10/18,2018,Massachusetts,Harvard,R,BBSB,HA52,M,,LIB,406,4,,42.484933,-71.56911,116.945091
7/10/18,2018,Massachusetts,Harvard,N,BBYB,HA61,F,mated,LIB,407,4,,42.485105,-71.568928,118.10276
7/10/18,2018,Massachusetts,Harvard,R,BBRS,HA50,M,,LIB,408,3,,42.484897,-71.569259,118.082741
7/10/18,2018,Massachusetts,Harvard,N,BBYG,HA62,F,unmated,LIB,409,3,,42.485636,-71.571358,120.890442
7/10/18,2018,Massachusetts,Harvard,N,BBYR,HA63,F,unmated,LIB,411,3,,42.485412,-71.571517,120.568893
7/11/18,2018,Maryland,McElwain,R,BGYR,MC55,F,mated,GPS_1,353,5,,39.707179,-76.491123,174.507309
7/11/18,2018,Massachusetts,Appleton,N,GSYBB,AP01,F,mated,GPS_27,407,3,,42.652612,-70.852804,-12.662792
7/11/18,2018,Massachusetts,Appleton,N,GSYBG,AP02,M,,GPS_27,408,4,,42.652558,-70.852673,9.528049
7/11/18,2018,Massachusetts,Appleton,N,GSYBR,AP03,F,mated,GPS_27,409,3,,42.652737,-70.852821,19.045263
7/11/18,2018,Massachusetts,Appleton,N,GSYBS,AP04,F,mated,GPS_27,410,3,,42.652544,-70.85317,9.102952
7/12/18,2018,Massachusetts,Upton,N,SGRB,UP738,F,mated,LIB,421,5,,42.207197,-71.62611,115.265503
7/12/18,2018,Massachusetts,Upton,N,SGRG,UP739,M,,GPS_27,438,4,,42.20729,-71.626073,117.611679
7/12/18,2018,Massachusetts,Upton,N,SGRR,UP740,F,mated,GPS_27,439,3,,42.207317,-71.626098,117.004318
7/12/18,2018,Massachusetts,Upton,N,SGRS,UP741,F,mated,GPS_27,441,4,,42.207429,-71.626044,118.507385
7/12/18,2018,Massachusetts,Upton,R,SBBR,UP705,F,mated,LIB,427,4,,42.207488,-71.626165,118.209045
7/12/18,2018,Massachusetts,Upton,R,YGRG,UP318,F,mated,GPS_27,444,5,,42.207527,-71.626055,120.052483
7/12/18,2018,Massachusetts,Upton,R,BBYYY,UP501,F,mated,LIB,430,4,,42.207544,-71.626147,119.033936
7/12/18,2018,Massachusetts,Upton,N,SGRY,UP742,M,,LIB,431,5,,42.207512,-71.626091,119.455238
7/12/18,2018,Massachusetts,Upton,R,BBYGY,UP486,M,,LIB,433,5,,42.20776,-71.626085,120.6492
7/12/18,2018,Massachusetts,Upton,R,SBGY,UP712,F,mated,LIB,434,4,,42.207802,-71.626104,120.699654
7/12/18,2018,Massachusetts,Upton,R,BBSBB,UP566,F,mated,LIB,435,4,,42.207957,-71.625928,120.010948
7/12/18,2018,Massachusetts,Upton,R,YSRS,UP703,F,mated,GPS_27,412,5,,42.206487,-71.626253,66.766312
7/12/18,2018,Massachusetts,Upton,N,SGGB,UP733,F,mated,LIB,414,4,,42.206502,-71.626256,98.701904
7/12/18,2018,Massachusetts,Upton,R,BBBRY,UP428,F,mated,LIB,415,5,,42.206565,-71.626197,107.459724
7/12/18,2018,Massachusetts,Upton,N,SGGG,UP734,F,mated,LIB,415,5,,42.206565,-71.626197,107.459724
7/12/18,2018,Massachusetts,Upton,N,SGGR,UP735,F,mated,LIB,416,5,,42.20661,-71.626178,107.784706
7/12/18,2018,Massachusetts,Upton,N,SGGS,UP736,F,mated,GPS_27,424,4,,42.206831,-71.626126,114.248528
7/12/18,2018,Massachusetts,Upton,R,YSRG,UP701,F,mated,GPS_27,427,4,,42.206855,-71.626101,115.521805
7/12/18,2018,Massachusetts,Upton,N,SGGY,UP737,F,mated,GPS_27,429,4,,42.207117,-71.626045,117.5895
7/12/18,2018,Massachusetts,Upton,R,SBBY,UP707,F,mated,GPS_27,411,4,,42.206529,-71.626168,64.195938
7/12/18,2018,Massachusetts,Upton,R,SBYR,UP725,F,mated,GPS_27,413,4,,42.20657,-71.626004,93.871246
7/12/18,2018,Massachusetts,Upton,R,SBYG,UP724,F,mated,GPS_27,412,4,,42.206487,-71.626253,66.766312
7/12/18,2018,Massachusetts,Upton,R,BG??,NA,F,mated,GPS_27,414,4,"cannot see last two colors, cannot ID",42.206639,-71.625985,106.819077
7/12/18,2018,Massachusetts,Upton,R,GBGB,UP677,F,mated,GPS_27,415,3,,42.206672,-71.626085,106.102173
7/12/18,2018,Massachusetts,Upton,N,GBSB,UP748,F,mated,GPS_27,417,4,,42.206757,-71.625949,109.783943
7/12/18,2018,Massachusetts,Upton,N,GBSG,UP749,F,mated,GPS_27,418,4,,42.206844,-71.625976,111.479088
7/12/18,2018,Massachusetts,Upton,N,GBSR,UP750,M,,GPS_27,421,5,,42.206821,-71.626021,113.268326
7/12/18,2018,Massachusetts,Upton,N,GBSS,UP751,M,,GPS_27,420,5,,42.206823,-71.626069,113.454048
7/12/18,2018,Massachusetts,Upton,N,GBSY,UP752,F,mated,GPS_27,423,5,,42.206779,-71.626081,114.479736
7/12/18,2018,Massachusetts,Upton,R,YSBB,UP690,M,,GPS_27,419,4,,42.206876,-71.625996,112.889107
7/12/18,2018,Massachusetts,Upton,N,GBYB,UP753,M,,GPS_27,425,4,,42.206859,-71.626016,114.809082
7/12/18,2018,Massachusetts,Upton,N,GBYG,UP754,F,mated,GPS_27,428,3,,42.206842,-71.626083,115.551949
7/12/18,2018,Massachusetts,Upton,N,GBYR,UP755,F,mated,GPS_27,432,5,Dogbane,42.207262,-71.62607,116.803314
7/12/18,2018,Massachusetts,Upton,N,GBYS,UP756,F,mated,GPS_27,436,3,,42.207377,-71.625919,118.041885
7/12/18,2018,Massachusetts,Upton,N,GBYY,UP757,F,mated,GPS_27,443,3,,42.207536,-71.626082,117.811661
7/12/18,2018,Massachusetts,Upton,R,SGBR,UP730,M,,GPS_27,430,4,,42.207116,-71.626092,117.361794
7/12/18,2018,Massachusetts,Upton,R,SBGR,UP710,F,mated,GPS_27,431,3,,42.207138,-71.626138,116.920067
7/12/18,2018,Massachusetts,Upton,R,YBGR,UP289,M,,GPS_27,434,5,,42.207318,-71.626024,117.136787
7/12/18,2018,Massachusetts,Upton,R,BGYSR,UP658,F,mated,GPS_27,436,3,,42.207377,-71.625919,118.041885
7/12/18,2018,Massachusetts,Upton,R,BGSG,UP95,M,,GPS_27,440,4,unsure 3rd color,42.207402,-71.626065,117.874039
7/12/18,2018,Massachusetts,Upton,N,GGBB,UP758,M,,GPS_27,444,3,,42.207527,-71.626055,120.052483
7/12/18,2018,Massachusetts,Upton,N,GGBG,UP759,F,mated,GPS_27,444,4,,42.207527,-71.626055,120.052483
7/12/18,2018,Massachusetts,Upton,N,GGBR,UP760,F,mated,GPS_27,444,3,,42.207527,-71.626055,120.052483
7/12/18,2018,Massachusetts,Upton,N,GGBS,UP761,F,mated,GPS_27,444,4,,42.207527,-71.626055,120.052483
7/12/18,2018,Massachusetts,Upton,N,GGBY,UP762,M,,GPS_27,445,2,,42.20751,-71.626031,120.012619
7/12/18,2018,Massachusetts,Upton,R,BGRRB,UP603,F,mated,GPS_27,442,4,,42.207441,-71.626084,118.273247
7/12/18,2018,Massachusetts,Upton,N,GGGB,UP763,F,mated,GPS_27,445,3,,42.20751,-71.626031,120.012619
7/12/18,2018,Massachusetts,Upton,N,GGGG,UP764,F,mated,GPS_27,446,4,,42.207556,-71.625962,120.64579
7/12/18,2018,Massachusetts,Upton,N,GGGR,UP765,F,mated,GPS_27,447,4,,42.207571,-71.62598,120.805061
7/12/18,2018,Massachusetts,Upton,N,GGGS,UP766,F,mated,GPS_27,449,3,,42.207605,-71.625941,121.335564
7/12/18,2018,Massachusetts,Upton,N,GGGY,UP767,F,mated,GPS_27,450,3,,42.207608,-71.626021,121.586533
7/12/18,2018,Massachusetts,Upton,R,BYYB,UP667,F,mated,GPS_27,450,4,,42.207608,-71.626021,121.586533
7/12/18,2018,Massachusetts,Upton,R,RRBS,UP215,F,,GPS_27,451,4,ID or sex is wrong: RRBS UP215 is a female butterfly; LMB changed to female,42.207601,-71.626064,120.637245
7/12/18,2018,Massachusetts,Upton,R,BGRSY,UP612,F,mated,GPS_27,451,5,,42.207601,-71.626064,120.637245
7/12/18,2018,Massachusetts,Upton,N,GGRB,UP768,F,mated,GPS_27,454,3,,42.207713,-71.625922,121.883698
7/12/18,2018,Massachusetts,Upton,R,BBYSG,UP493,M,,GPS_27,451,4,,42.207601,-71.626064,120.637245
7/12/18,2018,Massachusetts,Upton,R,SBGB,UP708,F,mated,GPS_27,452,4,,42.207616,-71.626037,121.21447
7/12/18,2018,Massachusetts,Upton,N,YSRY,UP743,F,mated,LIB,413,4,,42.206684,-71.626383,71.000809
7/12/18,2018,Massachusetts,Upton,R,SBRR,UP715,F,mated,LIB,417,5,,42.206927,-71.626221,109.660461
7/12/18,2018,Massachusetts,Upton,R,SBYS,UP726,M,,LIB,418,5,,42.206801,-71.626298,110.171036
7/12/18,2018,Massachusetts,Upton,N,YSSB,UP744,F,mated,LIB,419,5,,42.206827,-71.626317,110.636711
7/12/18,2018,Massachusetts,Upton,N,YSSG,UP745,F,mated,LIB,420,5,,42.207149,-71.626235,114.16684
7/12/18,2018,Massachusetts,Upton,N,YSSR,UP746,F,mated,LIB,422,5,,42.207288,-71.626232,115.963226
7/12/18,2018,Massachusetts,Upton,R,BYSB,UP662,M,,LIB,423,5,,42.207372,-71.62614,115.657364
7/12/18,2018,Massachusetts,Upton,R,SBRS,UP716,F,mated,LIB,424,4,,42.207581,-71.626201,117.922791
7/12/18,2018,Massachusetts,Upton,R,RYYR,UP625,M,,LIB,425,5,,42.207535,-71.626113,117.871811
7/12/18,2018,Massachusetts,Upton,N,YSSS,UP747,F,mated,LIB,426,4,,42.20762,-71.626134,118.053268
7/12/18,2018,Massachusetts,Upton,R,BBYGR,UP484,F,mated,LIB,429,5,ID or sex is wrong: BBYGR UP484 is a female butterfly. almost no wings; LMB changed above to F,42.20766,-71.626208,119.156815
7/13/18,2018,Massachusetts,Harvard,N,GYGB,HA66,M,,LIB,436,3,,42.485768,-71.571163,78.08847
7/13/18,2018,Massachusetts,Harvard,N,GYGG,HA67,F,mated,GPS_27,461,3,,42.48496,-71.568992,123.096809
7/13/18,2018,Massachusetts,Harvard,R,SRGR,HA45,F,mated,GPS_27,463,3,,42.485611,-71.568818,125.797058
7/13/18,2018,Massachusetts,Harvard,N,BBYS,HA68,F,mated,GPS_27,455,2,,42.484876,-71.568906,121.944962
7/13/18,2018,Massachusetts,Harvard,R,BBSY,HA60,M,,GPS_27,456,2,,42.484776,-71.5691,121.221886
7/13/18,2018,Massachusetts,Harvard,R,NA,NA,F,mated,GPS_27,460,3,was written down as GBBS-not a color code used yet,42.484883,-71.568789,123.609352
7/13/18,2018,Massachusetts,Harvard,R,GSYY,HA35,M,,GPS_27,459,4,,42.484793,-71.569069,121.01593
7/13/18,2018,Massachusetts,Harvard,N,SRSY,HA64,M,,LIB,438,2,,42.485811,-71.571759,156.492905
7/13/18,2018,Massachusetts,Harvard,N,SRYB,HA65,F,mated,LIB,443,2,,42.484738,-71.56901,104.63652
7/13/18,2018,Massachusetts,Harvard,R,SRSS,HA59,M,,LIB,437,3,,42.485617,-71.571548,164.306992
7/13/18,2018,Massachusetts,Harvard,R,SRSB,HA56,F,mated,LIB,439,3,,42.48554,-71.569917,132.672989
7/13/18,2018,Massachusetts,Harvard,R,SRRR,HA46,M,,LIB,440,3,,42.484898,-71.56901,129.086395
7/13/18,2018,Massachusetts,Harvard,R,NA,NA,M,,LIB,441,3,ID or sex is wrong: SRRY HA47 is a female butterfly; LMB deleted ID_mark and ID_number recordedhere,42.485861,-71.568697,128.068802
7/14/18,2018,Massachusetts,Appleton,N,GSYBY,AP05,M,,LB,1816,2,,42.651188,-70.855027,-81.215126
7/14/18,2018,Massachusetts,Appleton,N,GSYGB,AP06,F,mated,GPS_27,464,3,,42.651834,-70.853425,-8.758993
7/14/18,2018,Massachusetts,Appleton,N,GSYGG,AP07,F,mated,GPS_27,465,3,,42.652049,-70.852932,-1.250365
7/14/18,2018,Massachusetts,Appleton,N,GSYGR,AP08,F,mated,LB,1817,3,,42.653959,-70.852215,18.46986
7/14/18,2018,Massachusetts,Appleton,R,GSYBB,AP01,F,mated,GPS_27,466,3,,42.652685,-70.852961,0.104176
7/14/18,2018,Massachusetts,Appleton,N,GSYGS,AP09,M,,GPS_27,467,4,,42.652504,-70.852796,2.817991
7/14/18,2018,Massachusetts,Appleton,N,GSYGY,AP10,F,mated,LB,1818,3,,42.652954,-70.853627,20.362013
7/14/18,2018,Massachusetts,Appleton,N,GSYRB,AP11,M,,GPS_27,468,3,,42.652598,-70.852821,5.174409
7/16/18,2018,Massachusetts,Upton,N,BGYSY,UP772,F,mated,GPS_27,469,4,,42.20679,-71.626362,144.827728
7/16/18,2018,Massachusetts,Upton,R,BGRBR,UP595,M,,GPS_27,470,4,,42.206798,-71.626023,130.330963
7/16/18,2018,Massachusetts,Upton,R,SGRR,UP740,F,mated,GPS_27,471,4,,42.207492,-71.626038,128.753708
7/16/18,2018,Massachusetts,Upton,R,YSGG,UP696,F,mated,GPS_1,354,5,wings in very bad shape,42.206723,-71.626207,109.423859
7/16/18,2018,Massachusetts,Upton,R,YSGS,UP698,F,mated,GPS_1,355,5,,42.20688,-71.626219,128.542694
7/16/18,2018,Massachusetts,Upton,R,SBBS,UP706,F,mated,GPS_1,356,5,,42.206905,-71.626182,129.200272
7/16/18,2018,Massachusetts,Upton,N,GGRG,UP769,M,,GPS_1,357,5,Black-Eyed Susan,42.20742,-71.625946,128.980225
7/16/18,2018,Massachusetts,Upton,R,SBRR,UP715,F,mated,GPS_1,358,5,,42.207619,-71.625885,129.644867
7/16/18,2018,Massachusetts,Upton,N,GGRR,UP770,F,mated,GPS_1,359,5,,42.207851,-71.626033,130.283157
7/16/18,2018,Massachusetts,Upton,N,GGRS,UP771,F,mated,GPS_1,360,4,,42.207083,-71.625953,129.739761
7/16/18,2018,Massachusetts,Upton,N,BSGBB,UP776,F,mated,LIB,445,3,Note from 10/15: looks like two butterflies were labeled as UP772. Changing this one to UP776,42.206523,-71.626014,128.84021
7/16/18,2018,Massachusetts,Upton,N,BSGBG,UP773,M,,LIB,446,4,,42.206837,-71.625945,127.558784
7/16/18,2018,Massachusetts,Upton,R,SBRB,UP713,M,,LIB,447,4,,42.207101,-71.626079,123.242073
7/19/18,2018,Massachusetts,Appleton,N,GSYRG,AP12,F,mated,GPS_27,472,3,,42.651981,-70.853809,7.561604
7/19/18,2018,Massachusetts,Appleton,N,GSYRR,AP13,F,unmated,GPS_27,473,3,,42.65276,-70.853264,6.190334
7/19/18,2018,Massachusetts,Appleton,N,GSYRS,AP14,F,unmated,GPS_27,474,2,,42.652346,-70.853557,6.933263
7/19/18,2018,Massachusetts,Appleton,N,GSYRY,AP15,F,mated,GPS_1,361,5,,42.651172,-70.854746,13.938118
7/20/18,2018,Massachusetts,Upton,R,SGRR,UP740,F,mated,GPS_27,475,4,,42.206987,-71.626263,66.564438
7/24/18,2018,Massachusetts,Appleton,R,GSYRR,AP13,F,mated,LIB,449,3,,42.652444,-70.852999,-54.164715
7/27/18,2018,Massachusetts,Appleton,N,GSYSB,AP16,F,mated,LIB,451,3,,42.652169,-70.853958,6.075905
5/22/19,2019,Maryland,Nuetzel,N,BBBB,NU01,F,unmated,GPS_1,509,1,"#2_21 from experiment. emerged 5/22 and released that afternoon at point 509. recorded as female, may be male",39.672602,-76.585831,188.660507
5/23/19,2019,Maryland,Nuetzel,N,BBBG,NU02,F,unmated,GPS_1,509,1,"#2_27 from experiment. emerged 5/22 and released on 5/23 at point 509. recorded as female, may be male",39.672602,-76.585831,188.660507
5/23/19,2019,Maryland,Nuetzel,R,BBBB,NU01,F,unmated,GPS_1,509,1,"near wpt 509. just saw, not caught. was recorded as female, may be male",39.672602,-76.585831,188.660507
5/24/19,2019,Maryland,Nuetzel,N,BBBR,NU03,M,,GPS_1,509,1,#2_24 from experiment. emerged 5/23 and released on 5/24 at point 509. probably male,39.672602,-76.585831,188.660507
5/29/19,2019,Maryland,Nuetzel,N,BBBS,NU04,F,unmated,GPS_1,509,1,#3_20 or 3_21 from experiment. emerged 5/28 and released on 5/29 at point 509,39.672602,-76.585831,188.660507
5/29/19,2019,Maryland,Nuetzel,N,BBBY,NU05,M,,GPS_1,509,1,#3_20 or 3_21 from experiment. emerged 5/28 and released on 5/29 at point 509,39.672602,-76.585831,188.660507
5/29/19,2019,Maryland,Nuetzel,N,BBGB,NU06,M,,GPS_1,509,1,#3_19 from experiment. emerged 5/28 and released on 5/29 at point 509,39.672602,-76.585831,188.660507
6/3/19,2019,Maryland,Nuetzel,N,BBGR,NU07,M,,GPS_1,536,1,,39.672486,-76.586006,186.92981
6/4/19,2019,Maryland,Nuetzel,R,BBBY,NU05,M,,GPS_1,537,1,,39.674191,-76.584373,182.119644
6/4/19,2019,Maryland,Nuetzel,N,BBGS,NU08,M,,GPS_27,534,1,,39.674153,-76.584416,129.469376
6/4/19,2019,Maryland,Nuetzel,N,BBGY,NU09,M,,GPS_1,538,1,,39.674153,-76.58446,183.401001
6/4/19,2019,Maryland,Nuetzel,N,BBRB,NU10,M,,GPS_1,539,NA,wing wear not recorded (probably 1),39.674231,-76.584522,184.6427
6/4/19,2019,Maryland,Nuetzel,N,BBRG,NU11,M,,GPS_1,540,2,,39.673979,-76.584032,188.113251
6/4/19,2019,Maryland,Nuetzel,R,BBGB,NU06,M,,GPS_1,542,2,,39.672452,-76.585945,193.615204
6/4/19,2019,Maryland,Nuetzel,N,BBRR,NU12,M,,GPS_1,541,1,,39.672521,-76.586008,194.234604
6/4/19,2019,Maryland,Nuetzel,N,BBRS,NU13,M,,GPS_27,535,1,,39.672581,-76.585997,186.469955
6/4/19,2019,Maryland,Nuetzel,N,BBRY,NU14,M,,GPS_1,543,1,,39.672579,-76.585898,192.778137
6/4/19,2019,Maryland,Nuetzel,R,BBGR,NU07,M,,GPS_1,543,1,,39.672579,-76.585898,192.778137
6/4/19,2019,Maryland,Nuetzel,N,BBSB,NU15,M,,GPS_1,544,2,,39.67246,-76.585955,193.270523
6/4/19,2019,Maryland,Nuetzel,N,BBSG,NU16,M,,GPS_27,536,1,,39.672467,-76.585972,185.47316
6/5/19,2019,Maryland,McElwain,N,BBSR,MC02,M,,GPS_1,545,1,,39.707162,-76.491132,179.956238
6/5/19,2019,Maryland,McElwain,N,GRBG,MC01,M,,GPS_27,537,1,Missing one antenna,39.707125,-76.491432,170.156799
6/6/19,2019,Maryland,McElwain,N,GRBR,MC05,M,,GPS_27,538,1,,39.707239,-76.491578,178.801941
6/6/19,2019,Maryland,McElwain,N,GRBS,MC06,M,,GPS_27,541,1,,39.706853,-76.491256,180.949249
6/6/19,2019,Maryland,McElwain,N,BBSS,MC03,M,,GPS_27,539,2,,39.707178,-76.491494,179.154846
6/6/19,2019,Maryland,McElwain,N,BBSY,MC04,M,,GPS_27,540,2,,39.707205,-76.491451,178.970032
6/7/19,2019,Maryland,Nuetzel,N,GRBY,NU22,M,,GPS_27,542,2,,39.672581,-76.585831,179.439926
6/7/19,2019,Maryland,Nuetzel,N,GRGB,NU23,F,mated,GPS_27,543,1,red liquid came out (probably chrysalis liquid),39.67253,-76.586008,178.11113
6/7/19,2019,Maryland,Nuetzel,N,GRGG,NU24,M,,GPS_27,544,1,,39.672526,-76.586017,178.446823
6/7/19,2019,Maryland,Nuetzel,R,BBBY,NU05,M,,GPS_27,545,2,,39.674143,-76.584453,178.842575
6/7/19,2019,Maryland,Nuetzel,N,GRGR,NU25,F,NA,GPS_27,546,1,mated recorded as: ?,39.674124,-76.584156,180.96788
6/7/19,2019,Maryland,Nuetzel,R,BBGS,NU08,M,,GPS_1,546,2,,39.674193,-76.584337,139.456345
6/7/19,2019,Maryland,Nuetzel,N,BBYB,NU17,M,,GPS_1,547,1,,39.673712,-76.584381,186.453506
6/7/19,2019,Maryland,Nuetzel,N,BBYG,NU18,F,mated,GPS_1,548,1,,39.672564,-76.585775,190.800262
6/7/19,2019,Maryland,Nuetzel,N,BBYR,NU19,M,,GPS_1,549,2,pattern on wing looks a little different,39.672531,-76.585819,192.340042
6/7/19,2019,Maryland,Nuetzel,N,BBYS,NU20,M,,GPS_1,550,1,,39.672561,-76.585904,190.986832
6/7/19,2019,Maryland,Nuetzel,N,BBYY,NU21,M,,GPS_1,551,2,has white powder on it. slight chance it's unmated female,39.672563,-76.586005,191.237198
6/7/19,2019,Maryland,Nuetzel,R,BBRY,NU14,M,,GPS_1,552,2,,39.674178,-76.584454,186.368729
6/9/19,2019,Maryland,McElwain,N,GRGS,MC09,M,,GPS_27,548,1,,39.707683,-76.492263,165.042511
6/9/19,2019,Maryland,McElwain,N,GRGY,MC10,M,,GPS_27,549,2,,39.70717,-76.491079,168.310822
6/9/19,2019,Maryland,McElwain,N,BGBB,MC07,F,mated,GPS_1,562,2,"think it’s mated, not sure",39.707092,-76.490899,178.170715
6/9/19,2019,Maryland,McElwain,N,BGBG,MC08,M,,GPS_1,565,2,very small,39.707178,-76.49138,178.550156
6/11/19,2019,Maryland,Nuetzel,R,BBSB,NU15,M,,GPS_27,552,2,,39.674165,-76.584402,181.758789
6/11/19,2019,Maryland,Nuetzel,N,GRRB,NU29,M,,GPS_27,553,1,,39.673719,-76.584232,184.718643
6/11/19,2019,Maryland,Nuetzel,R,BBRS,NU13,M,,GPS_27,554,2,,39.674156,-76.584372,183.581497
6/11/19,2019,Maryland,Nuetzel,R,BBGY,NU09,M,,GPS_27,555,2,,39.674155,-76.584501,183.184525
6/11/19,2019,Maryland,Nuetzel,N,GRRG,NU30,M,,GPS_27,556,2,,39.674179,-76.584458,183.540451
6/11/19,2019,Maryland,Nuetzel,N,GRRR,NU31,F,unmated,GPS_27,557,3,nectaring on blackberry and swamp rose,39.673484,-76.584089,185.61319
6/11/19,2019,Maryland,Nuetzel,N,GRRS,NU32,NA,,GPS_27,559,1,"was caught twice this day and recorded as F both times (once mated, one maybe). was recorded as M on 6/14, 6/21, and 6/24",39.672702,-76.585763,185.960861
6/11/19,2019,Maryland,Nuetzel,N,GRRY,NU33,M,,GPS_27,560,1,,39.672417,-76.5859,187.692932
