"ocurrenceID","collectionCode","database","basisOfRecord","scientificName","eventDate","year","month","day","startDayOfYear","dayCode","lifeStage","lifeStageNotes","generalNotes","locationNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinateSource","picture","recordedBy","within.year.duplicate...place.","within.year.duplicate...county.","lat2","lon2","id"
20305424,"MCZ","SCAN","specimen","Euphydryas phaeton","6/21/31",1931,6,21,172,1931172,"adult","","","county inferred from town","New York","Orange","","Pine Island N. Y.",41.29787222,-74.459325,"","town","Y","","","",41.3,-74.5,"1931172 41.3 -74.5"
20305428,"MCZ","SCAN","specimen","Euphydryas phaeton","7/4/32",1932,7,4,186,1932186,"adult","","","","Quebec","","","St. Jovite P.Q Can",46.11536111,-74.58823611,"","","Y","","","",46.1,-74.6,"1932186 46.1 -74.6"
20305429,"MCZ","SCAN","specimen","Euphydryas phaeton","7/14/54",1954,7,14,195,1954195,"adult","","","","Connecticut","New Haven","","Woodbridge Ct.",41.35259722,-73.00843889,"","","Y","","same place, same collector?","same county, same collector?",41.4,-73,"1954195 41.4 -73"
20305430,"MCZ","SCAN","specimen","Euphydryas phaeton","6/19/48",1948,6,19,171,1948171,"adult","","","county inferred from town","New Jersey","Cape May","","Clermont N. J.",39.15123889,-74.76266111,"","town","Y","","","",39.2,-74.8,"1948171 39.2 -74.8"
20305431,"MCZ","SCAN","specimen","Euphydryas phaeton","6/17/55",1955,6,17,168,1955168,"adult","","","","Connecticut","New Haven","","Woodbridge, Conn",41.35259722,-73.00843889,"","","Y","","","",41.4,-73,"1955168 41.4 -73"
20305436,"MCZ","SCAN","specimen","Euphydryas phaeton","6/19/00",1900,6,20,171,1900171,"adult","","","","Massachusetts","Plymouth","","Wareham",41.76137222,-70.72018333,"","","Y","","","",41.8,-70.7,"1900171 41.8 -70.7"
20305437,"MCZ","SCAN","specimen","Euphydryas phaeton","6/21/1896",1896,6,21,173,1896173,"adult","","","","Massachusetts","Middlesex","","Belmont",42.39593,-71.178666,"3578","provided","Y","Bullard, Charles","","",42.4,-71.2,"1896173 42.4 -71.2"
20330254,"MCZ","SCAN","specimen","Euphydryas phaeton","6/19/1878",1878,6,19,170,1878170,"adult","","","","Massachusetts","Norfolk","","Quincy, Wollaston",42.263988,-71.021716,"1313","provided","Y","Sprague, Frank Headley","same place, same collector","",42.3,-71,"1878170 42.3 -71"
20330255,"MCZ","SCAN","specimen","Euphydryas phaeton","6/29/42",1942,6,29,180,1942180,"adult","","","","Maine","Penobscot","","Lincoln",45.3622,-68.5056,"2416","","Y","Grey, Lionel P.","same place, different collector?","",45.4,-68.5,"1942180 45.4 -68.5"
20330465,"MCZ","SCAN","specimen","Euphydryas phaeton","6/27/60",1960,6,27,179,1960179,"adult","","","","Connecticut","Litchfield","","Washington, Meeker Swamp",41.68641111,-73.32979722,"","","Y","Hessel, Sidney A.","same place, same collector?","",41.7,-73.3,"1960179 41.7 -73.3"
20330537,"MCZ","SCAN","specimen","Euphydryas phaeton","7/10/62",1962,7,10,191,1962191,"adult","","","","Connecticut","Litchfield","","Washington, Ct.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, some same collector","",41.6,-73.3,"1962191 41.6 -73.3"
20330538,"MCZ","SCAN","specimen","Euphydryas phaeton","7/5/66",1966,7,5,186,1966186,"adult","","","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","","same county, same collector",41.6,-73.3,"1966186 41.6 -73.3"
20330539,"MCZ","SCAN","specimen","Euphydryas phaeton","6/25/67",1967,6,25,176,1967176,"adult","","","","Connecticut","Litchfield","","Washington",41.63139,-73.31111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1967176 41.6 -73.3"
20330540,"MCZ","SCAN","specimen","Euphydryas phaeton","7/4/71",1971,7,4,185,1971185,"adult","","","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1971185 41.6 -73.3"
20330950,"MCZ","SCAN","specimen","Euphydryas phaeton","6/16/1895",1895,6,16,167,1895167,"adult","","","","Massachusetts","Norfolk","","Braintree",42.20796111,-71.00405278,"","","Y","Sprague, Frank Headley","","same county, different collector",42.2,-71,"1895167 42.2 -71"
20330951,"MCZ","SCAN","specimen","Euphydryas phaeton","6/25/1883",1883,6,25,176,1883176,"adult","","","","Massachusetts","Middlesex","","Malden",42.432445,-71.05552,"2991","provided","Y","Sprague, Frank Headley","","",42.4,-71.1,"1883176 42.4 -71.1"
20330966,"MCZ","SCAN","specimen","Euphydryas phaeton","7/19/62",1962,7,19,200,1962200,"adult","","","","Connecticut","Litchfield","","4 mi. N of Washington LITCHFIELD CO., CONN",41.68454722,-73.31236111,"","","Y","Burns, John M.","same place, some same collector","",41.7,-73.3,"1962200 41.7 -73.3"
20330967,"MCZ","SCAN","specimen","Euphydryas phaeton","7/12/46",1946,7,12,193,1946193,"adult","","","","New York","Monore","","Monroe Co., N.Y.",43.309161,-77.680178,"52404","","Y","Kimball, Charles P.","same place, same collector","",43.3,-77.7,"1946193 43.3 -77.7"
20330968,"MCZ","SCAN","specimen","Euphydryas phaeton","6/19/63",1963,6,19,170,1963170,"adult","","","","Connecticut","Middlesex","","Middletown MIDDLESEX CO, CONN",41.56232222,-72.65065,"","","Y","Burns, John M.; Hottenstein, D.W.","same place, same collectors","",41.6,-72.7,"1963170 41.6 -72.7"
20330969,"MCZ","SCAN","specimen","Euphydryas phaeton","6/14/63",1963,6,14,165,1963165,"adult","","","","Connecticut","Middlesex","","Middletown, MIDDLESEX CO., CONN.",41.56232222,-72.65065,"","","Y","Hottenstein, D.W.","same place, same collectors","",41.6,-72.7,"1963165 41.6 -72.7"
20330971,"MCZ","SCAN","specimen","Euphydryas phaeton","6/6/63",1963,6,6,157,1963157,"adult","","","","Connecticut","Middlesex","","Middletown MIDDLESEX CO, CONN",41.56232222,-72.65065,"","","Y","Burns, John M.; Hottenstein, D.W.","same place, same collectors","",41.6,-72.7,"1963157 41.6 -72.7"
20331080,"MCZ","SCAN","specimen","Euphydryas phaeton","6/28/62",1962,6,28,179,1962179,"adult","","","","Connecticut","Litchfield","","Washington, Meeker Swamp",41.68641111,-73.32979722,"","","Y","Hessel, Sidney A.","same place, some same collector","",41.7,-73.3,"1962179 41.7 -73.3"
20331081,"MCZ","SCAN","specimen","Euphydryas phaeton","7/21/67",1967,7,21,202,1967202,"adult","","","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1967202 41.6 -73.3"
20331083,"MCZ","SCAN","specimen","Euphydryas phaeton","7/3/63",1963,7,3,184,1963184,"adult","","","","Connecticut","Litchfield","","Washington, Meeker Swamp",41.68641111,-73.32979722,"","","Y","Hessel, Sidney A.","","same county, some same collector",41.7,-73.3,"1963184 41.7 -73.3"
20331178,"MCZ","SCAN","specimen","Euphydryas phaeton","7/9/61",1961,7,9,190,1961190,"adult","","","","Connecticut","Litchfield","","Washington, Meeker Swamp",41.68641111,-73.32979722,"","","Y","Hessel, Sidney A.","","",41.7,-73.3,"1961190 41.7 -73.3"
20331182,"MCZ","SCAN","specimen","Euphydryas phaeton","7/13/71",1971,7,13,194,1971194,"adult","","","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1971194 41.6 -73.3"
20331195,"MCZ","SCAN","specimen","Euphydryas phaeton","6/21/1885",1885,6,21,172,1885172,"adult","","","","Massachusetts","Norfolk","","Quincy, Wollaston",42.263988,-71.021716,"1313","provided","Y","Sprague, Frank Headley","same place, same collector","",42.3,-71,"1885172 42.3 -71"
20331196,"MCZ","SCAN","specimen","Euphydryas phaeton","6/21/1878",1878,6,21,172,1878172,"adult","","","","Massachusetts","Norfolk","","Quincy, Wollaston",42.263988,-71.021716,"1313","provided","Y","Sprague, Frank Headley","same place, same collector","",42.3,-71,"1878172 42.3 -71"
20331197,"MCZ","SCAN","specimen","Euphydryas phaeton","6/17/1885",1885,6,17,168,1885168,"adult","","","","Massachusetts","Norfolk","","Quincy, Wollaston",42.263988,-71.021716,"1313","provided","Y","Sprague, Frank Headley","same place, same collector","",42.3,-71,"1885168 42.3 -71"
20331199,"MCZ","SCAN","specimen","Euphydryas phaeton","6/20/1878",1878,6,20,171,1878171,"adult","","","","Massachusetts","Norfolk","","Quincy, Wollaston",42.263988,-71.021716,"1313","provided","Y","Sprague, Frank Headley","same place, same collector","",42.3,-71,"1878171 42.3 -71"
20332373,"MCZ","SCAN","specimen","Euphydryas phaeton","7/4/15",1915,7,4,185,1915185,"adult","","","","Connecticut","New Haven","","So. Meriden, Ct.",41.51623611,-72.80756389,"","","Y","Johnson, Harry","","",41.5,-72.8,"1915185 41.5 -72.8"
20332876,"MCZ","SCAN","specimen","Euphydryas phaeton","6/13/1895",1895,6,13,164,1895164,"adult","","","","Massachusetts","Norfolk","","Purgatory Swamp, Dedham",42.24356667,-71.16772222,"","","Y","Faxon, Walter","","same county, different collector",42.2,-71.2,"1895164 42.2 -71.2"
20333060,"MCZ","SCAN","specimen","Euphydryas phaeton","6/13/63",1963,6,13,164,1963164,"adult","","","","Connecticut","Middlesex","","Middletown, MIDDLESEX CO., CONN.",41.56232222,-72.65065,"","","Y","Burns, John M.; Raynor, M.; Hottenstein, D.W.","same place, same collectors","",41.6,-72.7,"1963164 41.6 -72.7"
20337176,"MCZ","SCAN","specimen","Euphydryas phaeton","7/4/46",1946,7,4,185,1946185,"adult","","","","New York","Monore","","Monroe Co.,, N.Y.",43.309161,-77.680178,"52404","","Y","Kimball, Charles P.","same place, same collector","",43.3,-77.7,"1946185 43.3 -77.7"
20401518,"MCZ","SCAN","specimen","Euphydryas phaeton","6/27/71",1971,6,27,178,1971178,"adult","","date given is date emerged","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1971178 41.6 -73.3"
20401924,"MCZ","SCAN","specimen","Euphydryas phaeton","6/13/60",1960,6,13,165,1960165,"adult","","","","Connecticut","New Haven","","Woodbridge, Conn.",41.35259722,-73.00843889,"","","Y","Hessel, Sidney A.","","same county, different collector",41.4,-73,"1960165 41.4 -73"
20401996,"MCZ","SCAN","specimen","Euphydryas phaeton","7/3/71",1971,7,3,184,1971184,"adult","","","","Connecticut","Litchfield","","Washington, CONN. Litchfield Co.",41.63027222,-73.31071111,"","","Y","Hessel, Sidney A.","same place, same collector","",41.6,-73.3,"1971184 41.6 -73.3"
26217807,"MCZ","SCAN","specimen","Euphydryas phaeton","7/7/62",1962,7,7,188,1962188,"adult","","","","Massachusetts","Berkshire","","Egremont",42.17774722,-73.44156944,"","","Y","Hessel, Sidney A.","","same county, some same collector",42.2,-73.4,"1962188 42.2 -73.4"
26217903,"MCZ","SCAN","specimen","Euphydryas phaeton","7/7/63",1963,7,7,188,1963188,"adult","","","","New Jersey","Camden","","Springdale",39.89351389,-74.98806667,"","","Y","Hessel, Sidney A.","","",39.9,-75,"1963188 39.9 -75"
29396348,"MCZ","SCAN","specimen","Euphydryas phaeton","6/10/80",1980,6,10,162,1980162,"adult","","","county filled in using R","Wisconsin","Rusk","","Round Lake",45.351683,-91.274476,"47072","provided","N","collection: J. E. Friedel Collection; life stage: adult; sex: Female","","",45.4,-91.3,"1980162 45.4 -91.3"
29397223,"MCZ","SCAN","specimen","Euphydryas phaeton","7/7/74",1974,7,7,188,1974188,"adult","","","","Massachusetts","Worcester","","Bolton",42.433426,-71.607845,"3036","provided","N","Winter, William D.","","",42.4,-71.6,"1974188 42.4 -71.6"
31851648,"MISSA","SCAN","specimen","Euphydryas phaeton","6/8/16",2016,6,8,160,2016160,"assumed adult","is a specimen, so is most likely an adult","","","Georgia","Rabun","","Hedden Bog. 345935N 830859W",34.99305556,-83.14972222,"","provided","N","Whitehouse, R.J.; William H. Cross Expedition","","",35,-83.1,"2016160 35 -83.1"
34236282,"MMMN","SCAN","specimen","Euphydryas phaeton","7/7/77",1977,7,7,188,1977188,"assumed adult","is a specimen, so is most likely an adult","","","Manitoba","","","Sandilands Provincial Forest, MB",49.3667,-96.1167,"","provided","N","Quelch, C.S.","","",49.4,-96.1,"1977188 49.4 -96.1"
34236283,"MMMN","SCAN","specimen","Euphydryas phaeton","7/15/91",1991,7,15,196,1991196,"assumed adult","is a specimen, so is most likely an adult","","","Manitoba","","","Northwest Angle Provincial Forest, MB",49.2833,-95.3667,"","provided","N","Klassen, P.","","",49.3,-95.4,"1991196 49.3 -95.4"
34236284,"MMMN","SCAN","specimen","Euphydryas phaeton","7/12/74",1974,7,12,193,1974193,"assumed adult","is a specimen, so is most likely an adult","","","Manitoba","","","Agassiz Provincial Forest, MB",50,-96.15,"","provided","N","Klassen, P.","","",50,-96.2,"1974193 50 -96.2"
34236290,"MMMN","SCAN","specimen","Euphydryas phaeton","7/9/75",1975,7,9,190,1975190,"assumed adult","is a specimen, so is most likely an adult","","","Ontario","","","Bayfield, ON",43.5667,-81.7,"","provided","N","Hess, Quimby","same place, same collector","",43.6,-81.7,"1975190 43.6 -81.7"
34236291,"MMMN","SCAN","specimen","Euphydryas phaeton","7/8/75",1975,7,8,189,1975189,"assumed adult","is a specimen, so is most likely an adult","","","Ontario","","","Bayfield, ON",43.5667,-81.7,"","provided","N","Hess, Quimby","same place, same collector","",43.6,-81.7,"1975189 43.6 -81.7"
34236292,"MMMN","SCAN","specimen","Euphydryas phaeton","7/6/76",1976,7,6,188,1976188,"assumed adult","is a specimen, so is most likely an adult","","","Ontario","","","Mount Albert, ON",44.1333,-79.3167,"","provided","N","Johnstone, J.","","",44.1,-79.3,"1976188 44.1 -79.3"
21307316,"MSU","SCAN","specimen","Euphydryas phaeton","6/26/53",1953,6,26,177,1953177,"adult","","","qqreviewed - high confidenceqq","Michigan","Montcalm","","",43.310955,-85.152516,"27568","provided","N","Nielsen, M.C.","","",43.3,-85.2,"1953177 43.3 -85.2"
21307317,"MSU","SCAN","specimen","Euphydryas phaeton","7/10/51",1951,7,10,191,1951191,"adult","","","qqreviewed - high confidenceqq","Michigan","Osceola","","",43.98987,-85.325285,"14542","provided","N","Nielsen, M.C.","same place, same collector","",44,-85.3,"1951191 44 -85.3"
21307325,"MSU","SCAN","specimen","Euphydryas phaeton","7/31/51",1951,7,31,212,1951212,"adult","","","qqreviewed - high confidenceqq","Michigan","Osceola","","",43.98987,-85.325285,"14542","provided","N","Nielsen, M.C.","same place, same collector","",44,-85.3,"1951212 44 -85.3"
21307328,"MSU","SCAN","specimen","Euphydryas phaeton","6/25/84",1984,6,25,177,1984177,"adult","","","qqreviewed - high confidence. point centered on approx. meeting of sec 32/33 with uncertainty encompassing bothqq","Michigan","Alger","","TRS: T46N R17W sec 32/33",46.3392,-86.450533,"1557","provided (TRS level)","N","Nielsen, M.C.","","",46.3,-86.5,"1984177 46.3 -86.5"
21307331,"MSU","SCAN","specimen","Euphydryas phaeton","7/3/71",1971,7,3,184,1971184,"adult","","","duplicate has qqWakelle Bogqq as location instead of TRS","Michigan","Cass","","TRS: T5S R13W sec 30",42.005416,-85.86729,"969","provided","N","Nielsen, M.C.","","same county, same collector?",42,-85.9,"1971184 42 -85.9"
21307332,"MSU","SCAN","specimen","Euphydryas phaeton","6/29/74",1974,6,29,180,1974180,"adult","","","qqreviewed - high confidenceqq","Michigan","Hillsdale","","TRS: T7S R2W sec 36",41.818565,-84.485735,"969","provided","N","Nielsen, M.C.","","",41.8,-84.5,"1974180 41.8 -84.5"
21307333,"MSU","SCAN","specimen","Euphydryas phaeton","6/26/99",1999,6,26,177,1999177,"adult","","","qqreviewed - high confidenceqq","Michigan","Hillsdale","","TRS: T7S R2W sec 15",41.861826,-84.524653,"969","provided","N","Nielsen, M.C.","same place, different collector","",41.9,-84.5,"1999177 41.9 -84.5"
21307344,"MSU","SCAN","specimen","Euphydryas phaeton","7/6/52",1952,7,6,188,1952188,"adult","","","qqreviewed - high confidenceqq","Michigan","Washtenaw","","",42.253226,-83.838771,"14542","provided","N","Nielsen, M.C.","","",42.3,-83.8,"1952188 42.3 -83.8"
21307347,"MSU","SCAN","specimen","Euphydryas phaeton","7/3/89",1989,7,3,184,1989184,"adult","","","qqreviewed - high confidenceqq","Michigan","Lenawee","","TRS: T5S R1E sec 4",42.066481,-84.316067,"969","provided","N","Nielsen, M.C.","","",42.1,-84.3,"1989184 42.1 -84.3"
21307351,"MSU","SCAN","specimen","Euphydryas phaeton","7/5/74",1974,7,5,186,1974186,"adult","","","qqreviewed - high confidenceqq","Michigan","Ingham","","TRS: T2N R1E sec 34",42.519747,-84.307343,"969","provided","N","Nielsen, M.C.","","",42.5,-84.3,"1974186 42.5 -84.3"
21307352,"MSU","SCAN","specimen","Euphydryas phaeton","6/30/62",1962,6,30,181,1962181,"adult","","","qqreviewed - high confidenceqq","Michigan","Ingham","","TRS: T2N R1E sec 33",42.519802,-84.326947,"969","provided","N","Nielsen, M.C.","","",42.5,-84.3,"1962181 42.5 -84.3"
21307353,"MSU","SCAN","specimen","Euphydryas phaeton","7/9/61",1961,7,9,190,1961190,"adult","","","qqreviewed - high confidenceqq","Michigan","Ingham","","",42.614282,-84.39139,"21084","provided","N","Nielsen, M.C.","","",42.6,-84.4,"1961190 42.6 -84.4"
21307361,"MSU","SCAN","specimen","Euphydryas phaeton","6/20/87",1987,6,20,171,1987171,"adult","","from collected larva raised in captivity. date given is date emerged.","qqreviewed - high confidenceqq","Michigan","Allegan","","TRS: T2N R15W sec 1",42.586595,-86.025877,"969","provided","N","Nielsen, M.C.","","",42.6,-86,"1987171 42.6 -86"
29858975,"MSU","SCAN","specimen","Euphydryas phaeton","7/16/97",1997,7,16,197,1997197,"adult","","same day, somewhat close","","Michigan","Oakland","","Bald Mountain RA north, Bog W of pond. TRS: T4N R11E sec 6",42.78746,-83.21421,"","provided","N","PERKINS, OWEN A.","same place, some same collector","same county, some same collector",42.8,-83.2,"1997197 42.8 -83.2"
29859082,"MSU","SCAN","specimen","Euphydryas phaeton","6/22/97",1997,6,22,173,1997173,"adult","","","","Michigan","Oakland","","Bald Mountain RA north, S of Miller Rd. TRS: T4N R11E sec 7. pond, fen & gravel S of Miller Rd",42.78862,-83.21263,"","provided","N","PERKINS, OWEN A.","same place, some same collector","same county, some same collector",42.8,-83.2,"1997173 42.8 -83.2"
29859089,"MSU","SCAN","specimen","Euphydryas phaeton","6/15/98",1998,6,15,166,1998166,"adult","","same day, somewhat close","","Michigan","Oakland","","Bald Mountain RA north, S of Miller Rd. TRS: T4N R11E sec 6. pond, fen & gravel S of Miller Rd",42.78862,-83.21263,"","provided","N","PERKINS, OWEN A.","same place, different collector?","same county, some same collector",42.8,-83.2,"1998166 42.8 -83.2"
29859159,"MSU","SCAN","specimen","Euphydryas phaeton","6/27/66",1966,6,27,178,1966178,"adult","","same day, almost same location","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1966178 42.8 -83.2"
29859161,"MSU","SCAN","specimen","Euphydryas phaeton","7/11/66",1966,7,11,192,1966192,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1966192 42.8 -83.2"
29859162,"MSU","SCAN","specimen","Euphydryas phaeton","7/26/66",1966,7,26,207,1966207,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1966207 42.8 -83.2"
29859163,"MSU","SCAN","specimen","Euphydryas phaeton","7/13/69",1969,7,13,194,1969194,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","","",42.8,-83.2,"1969194 42.8 -83.2"
29859165,"MSU","SCAN","specimen","Euphydryas phaeton","6/28/96",1996,6,28,180,1996180,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","same place, same collector","same county",42.8,-83.2,"1996180 42.8 -83.2"
29859186,"MSU","SCAN","specimen","Euphydryas phaeton","7/11/97",1997,7,11,192,1997192,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, 0.15 mi N Spring Creek. TRS: T4N R10E sec 24",42.75272,-83.21622,"","provided","N","PERKINS, OWEN A.","same place, some same collector","same county, some same collector",42.8,-83.2,"1997192 42.8 -83.2"
29859237,"MSU","SCAN","specimen","Euphydryas phaeton","6/27/51",1951,6,27,178,1951178,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of Kern Rd. TRS: T4N R11E sec 19",42.75484,-83.21609,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1951178 42.8 -83.2"
29859243,"MSU","SCAN","specimen","Euphydryas phaeton","6/28/51",1951,6,28,179,1951179,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of Kern Rd. TRS: T4N R11E sec 19",42.75484,-83.21609,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1951179 42.8 -83.2"
29859244,"MSU","SCAN","specimen","Euphydryas phaeton","7/5/51",1951,7,5,186,1951186,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of Kern Rd. TRS: T4N R11E sec 19",42.75484,-83.21609,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1951186 42.8 -83.2"
29859245,"MSU","SCAN","specimen","Euphydryas phaeton","7/25/51",1951,7,25,206,1951206,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of Kern Rd. TRS: T4N R11E sec 19",42.75484,-83.21609,"","provided","N","PERKINS, OWEN A.","same place, same collector","",42.8,-83.2,"1951206 42.8 -83.2"
29859248,"MSU","SCAN","specimen","Euphydryas phaeton","8/7/73",1973,8,7,219,1973219,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of Kern Rd. TRS: T4N R11E sec 19",42.75484,-83.21609,"","provided","N","PERKINS, OWEN A.","","",42.8,-83.2,"1973219 42.8 -83.2"
29859511,"MSU","SCAN","specimen","Euphydryas phaeton","7/3/96",1996,7,3,185,1996185,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, E of cat-tail marsh. TRS: T4N R11E sec 19",42.75444,-83.21358,"","provided","N","PERKINS, OWEN A.","same place, same collector","same county",42.8,-83.2,"1996185 42.8 -83.2"
29859978,"MSU","SCAN","specimen","Euphydryas phaeton","6/16/07",2007,6,16,167,2007167,"adult","","","","Michigan","Oakland","","Bald Mountain RA south, W side Kern Rd. TRS: T4N R10E sec 19",42.739925,-83.216801,"","","N","PERKINS, OWEN A.","","",42.7,-83.2,"2007167 42.7 -83.2"
29860114,"MSU","SCAN","specimen","Euphydryas phaeton","6/27/97",1997,6,27,178,1997178,"adult","","","","Michigan","Oakland","","Bald Mountain RA west, trail N from Scripps Rd. TRS: T4N R10E sec 15",42.75278,-83.2618,"","provided","N","PERKINS, OWEN A.","same place, some same collector","same county, some same collector",42.8,-83.3,"1997178 42.8 -83.3"
29860115,"MSU","SCAN","specimen","Euphydryas phaeton","7/5/97",1997,7,5,186,1997186,"adult","","","","Michigan","Oakland","","Bald Mountain RA west, trail N from Scripps Rd. TRS: T4N R10E sec 15",42.75278,-83.2618,"","provided","N","PERKINS, OWEN A.","same place, some same collector","same county, some same collector",42.8,-83.3,"1997186 42.8 -83.3"
29860732,"MSU","SCAN","specimen","Euphydryas phaeton","6/22/07",2007,6,22,173,2007173,"adult","","","","Michigan","Alger","","Grand Sable SF, Historic site. TRS: T46N R17W sec 32",46.34719,-86.44903,"","provided","N","PERKINS, OWEN A.","","",46.3,-86.4,"2007173 46.3 -86.4"
29860765,"MSU","SCAN","specimen","Euphydryas phaeton","7/6/02",2002,7,6,187,2002187,"adult","","","","Michigan","Alger","","Grand Sable SF, S of M28 & SooLineRR; 1 mi E of Shingleton. TRS: T46N R17W sec 33",46.34649,-86.4486,"","provided","N","PERKINS, OWEN A.","","",46.3,-86.4,"2002187 46.3 -86.4"
29860846,"MSU","SCAN","specimen","Euphydryas phaeton","6/21/51",1951,6,21,172,1951172,"adult","","","","Michigan","Calhoun","","H Drive N, S side. TRS: T2S R4W sec 8",42.3,-84.8,"","provided","N","PERKINS, OWEN A.","","",42.3,-84.8,"1951172 42.3 -84.8"
29861816,"MSU","SCAN","specimen","Euphydryas phaeton","6/18/98",1998,6,18,169,1998169,"adult","","","","Michigan","Washtenaw","","Jacob Rd, E side pipeline fen. TRS: T3S R3E sec 20",42.19162,-84.11256,"","provided","N","PERKINS, OWEN A.","","same county",42.2,-84.1,"1998169 42.2 -84.1"
29862043,"MSU","SCAN","specimen","Euphydryas phaeton","7/2/99",1999,7,2,183,1999183,"adult","","","","Michigan","Hillsdale","","Lost Nation SGA, Trail Rd, N side fen. TRS: T7S R2W sec 15",41.8648,-84.52828,"","provided","N","PERKINS, OWEN A.","same place, different collector","",41.9,-84.5,"1999183 41.9 -84.5"
29862070,"MSU","SCAN","specimen","Euphydryas phaeton","6/18/07",2007,6,18,169,2007169,"adult","","","","Michigan","Hillsdale","","Lost Nation SGA. TRS: T7S R2W sec 15",41.836675,-84.48391,"","","N","PERKINS, OWEN A.","","",41.8,-84.5,"2007169 41.8 -84.5"
29862289,"MSU","SCAN","specimen","Euphydryas phaeton","7/7/02",2002,7,7,188,2002188,"adult","","","","Michigan","Menominee","","Menominee Co line, Co Rd running along N side of C. & N.W. RY, 3.6 mi W of….   TRS: T38N R25W sec 9",45.706,-87.40287,"","provided","N","PERKINS, OWEN A.","","",45.7,-87.4,"2002188 45.7 -87.4"
29862342,"MSU","SCAN","specimen","Euphydryas phaeton","7/13/97",1997,7,13,194,1997194,"adult","","","","Michigan","Oakland","","MNA Big Valley Plant Preserve, NE 1/4 SW 1/4; old RR grade. TRS: T4N R7E sec 27",42.71733,-83.6183,"","provided","N","PERKINS, PAUL O.","","same county, some same collector",42.7,-83.6,"1997194 42.7 -83.6"
29862375,"MSU","SCAN","specimen","Euphydryas phaeton","7/16/97",1997,7,16,197,1997197,"adult","","same day, somewhat close","","Michigan","Oakland","","MNA Burr Plant Preserve, entrance on Rattalee Lake Rd. TRS: T4N R7E sec 12",42.7703,-83.5777,"","provided","N","PERKINS, OWEN A.","","same county, some same collector",42.8,-83.6,"1997197 42.8 -83.6"
29862387,"MSU","SCAN","specimen","Euphydryas phaeton","6/15/98",1998,6,15,166,1998166,"adult","","same day, somewhat close","","Michigan","Oakland","","MNA Burr Plant Preserve, entrance on Rattalee Lake Rd. TRS: T4N R7E sec 12",42.7703,-83.5777,"","provided","N","PERKINS, OWEN A.","","same county, some same collector",42.8,-83.6,"1998166 42.8 -83.6"
29862391,"MSU","SCAN","specimen","Euphydryas phaeton","6/23/99",1999,6,23,174,1999174,"adult","","","","Michigan","Oakland","","MNA Burr Plant Preserve, entrance on Rattalee Lake Rd. TRS: T4N R7E sec 12",42.7703,-83.5777,"","provided","N","PERKINS, OWEN A.","","same county",42.8,-83.6,"1999174 42.8 -83.6"
