"","ocurrenceID","database","collectionCode","basisOfRecord","scientificName","genus","specificEpithet","eventDate","year","month","day","startDayOfYear","dayCode","phenology","buds","flowers","fruit","vegetative","unknown","phenologyNotes","generalNotes","stateProvince","county","municipality","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","picture","pictureChecked","inBCBrange","phenOne","phenTwo","phenThree","PhenFour","locationNotes","coordinateSource","coordinateUncertaintySource","compiler"
"1712",12628187,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/17/1993",1993,8,17,229,1993229,"fruit","N","N","Y"," "," ","","","North Carolina","Macon","","Olive Nature Preserve, 1.5 km (ca. 1 mi.) west of US 64 on Flat Mountain Road (SR 1544) Elevation about 1165m (3820 ft). Hemlock Forest streambed. ",35.079756,-83.203465,300,"Y","?","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"1713",12628189,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/19/1938",1938,8,19,231,1938231,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","North Carolina","Macon","","in upper reaches of nantahala river, where bearpen creek enters river. Between standing indian and albert mt",35.041705,-83.506672,300,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1714",12628190,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/14/1932",1932,8,14,227,1932227,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","North Carolina","Macon","highlands","back of pierson place",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1715",12628192,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/23/1959",1959,9,23,266,1959266,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","North Carolina","Madison","","two miles southeast of hot springs near the french broad river",35.876507,-82.798758,3300,"Y","Y","Y","Yes","Flowering","","","","town+direction+distance+locality","best estimate","JA"
"1716",12628193,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/19/1927",1927,9,19,262,1927262,"fruit","N","N","Y"," "," ","","same day/place, different phenology","North Carolina","Madison","","stream bank in forest, ivy gap, north of buckner",35.895071,-82.474908,1700,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"1717",12628195,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/19/1927",1927,9,19,262,1927262,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","same day/place, different phenology","North Carolina","Madison","","stream bank in forest, ivy gap, north of buckner",35.895071,-82.474908,1700,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1718",12628196,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/10/1968",1968,10,10,284,1968284,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology?","North Carolina","Martin","","pocosin-like depressions along us 64, 3 miles east of jamesville",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1719",12628197,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/6/1949",1949,10,6,279,1949279,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","Martin","","edge of gum swamp on US 64, 9 miles west of plymouth",35.813822,-76.911977,1600,"Y","Y","Y","Yes","Both","","","","town+direction+distance+locality","best estimate","JA"
"1720",12628199,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/25/1958",1958,9,25,268,1958268,"fruit","N","N","Y"," "," ","","same day/place, different phenology","North Carolina","Mitchell","","4.3 miles west of bakersville on NC 26",36.018347,-82.210399,3000,"Y","Y","Y","Yes","Fruiting","","","","town+direction+distance+locality","best estimate","JA"
"1721",12628200,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/25/1958",1958,9,25,268,1958268,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, different phenology","North Carolina","Mitchell","","4.3 miles west of bakersville on NC 26",36.018347,-82.210399,3000,"Y","Y","Y","Yes","Both","","","","town+direction+distance+locality","best estimate","JA"
"1722",12628202,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/1/1968",1968,10,1,275,1968275,"flowering","unknown","Y","N"," "," ","","","North Carolina","Nash","","right-of-way of highway 264 west of middlesex",35.81067,-78.237358,3000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1723",12628211,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/4/1957",1957,10,4,277,1957277,"fruit???","unknown","N","Y"," "," ","recheck phenology: very unsure","","North Carolina","Onslow","","railroad right-of-way, 0.9 miles northeast of Deppe on US 17",34.857725,-77.271207,3353,"Y","Y","Y","Yes","Fruiting","","","","town+direction+distance+locality","geolocate","JA"
"1724",12628212,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/19/1940",1940,10,19,293,1940293,"flowering","unknown","Y","N"," "," ","","","North Carolina","Onslow","","edge of swamp near wolf swamp bridge, on us 17, 1 mile south of jacksonville",34.730825,-77.431647,1200,"Y","Y","Y","Yes","Flowering","",""," couldn’t find exact locality","locality","best estimate","JA"
"1725",12628215,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/20/1985",1985,10,20,293,1985293,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Orange","Chapel Hill","Middle Battle Park #13. Low area in moist woods along Battle Creek.",35.915244,-79.038916,700,"Y","?","Y","Yes","Flowering","",""," couldn’t find exact locality","locality","best estimate","JA"
"1726",12628216,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/2/1975",1975,10,2,275,1975275,"flowering","unknown","Y","N"," "," ","","","North Carolina","Orange","Chapel Hill","battle park, Loc. 8. ",35.915244,-79.038916,700,"Y","?","Y","Yes","Flowering","",""," couldn’t find exact locality","locality","best estimate","JA"
"1727",12628218,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/21/2014",2014,9,21,264,2014264,"flowering","unknown","Y","N"," "," ","","","North Carolina","Orange","","West bank of Cane Creek, north of Morrow Mill dam and road.",35.930877,-79.261305,100,"Y","?","Y","Yes","Flowering","","","","provided","provided","JA"
"1728",12628223,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/3/1938",1938,10,3,276,1938276,"flowering","unknown","Y","N"," "," ","","","North Carolina","Orange","Chapel Hill","Battle Park",35.915244,-79.038916,700,"Y","?","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1729",12628224,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/18/1938",1938,10,18,291,1938291,"flowering","unknown","Y","N"," "," ","","","North Carolina","Orange","Chapel Hill","beside morgan's creek",35.893325,-79.017009,1200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1730",12628225,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1915",1915,9,20,263,1915263,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","North Carolina","Orange","","PLANTS OF CHAPEL HILL below Lone Pine Spring, Glen Burnie Farm",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1731",12628226,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/24/1934",1934,9,24,267,1934267,"flowering","unknown","Y","N"," "," ","","","North Carolina","Orange","","S.W. of University Lake",35.899,-79.099472,1711,"Y","?","Y","Yes","Flowering","","","","provided","provided","JA"
"1732",12628227,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/4/1930",1930,10,4,277,1930277,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","Orange","Chapel Hill","At foot of Lone Pine Hill.",35.922609,-79.046757,5972,"Y","?","Y","Yes","Both","","","","locality","geolocate","JA"
"1733",12628230,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/26/1909",1909,9,26,269,1909269,"flowering and fruit","unknown","Y","Y"," "," ","","date: may be 1904-hard to read label","North Carolina","Orange","Chapel Hill","low meadow Glen Burnie Farm",35.919207,-79.045106,5972,"Y","Y","Y","Yes","Both","","","","locality","geolocate","JA"
"1734",12628232,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1915",1915,9,20,263,1915263,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology","North Carolina","Orange","Chapel Hill","below Lone Pine Spring, at edge of meadow, Glen Burnie Farm",35.919207,-79.045106,5972,"Y","?","Y","Yes","Flowering","","","","locality","geolocate","JA"
"1735",12628234,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/30/1939",1939,9,30,273,1939273,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","Orange","","bog below Dr. W.C. Coker's house, about 1/2 mile north from chapel hill",35.920452,-79.055845,6394,"Y","Y","Y","Yes","Both","",""," couldn’t find locality","town+direction+distance","geolocate","JA"
"1736",12628254,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/24/1979",1979,9,24,267,1979267,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Pender","","swampy edge of harrison's creek where it crosses route NC 210",34.395093,-77.771556,200,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1737",12628256,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/2/1980",1980,10,2,276,1980276,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","North Carolina","Pender","","moores creek national military park. Low woods along drainage ditch, near park residences",34.458325,-78.11049,600,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1738",12628257,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/14/1958",1958,10,14,287,1958287,"flowering","unknown","Y","N"," "," ","","","North Carolina","Perquimans","","Low woods border, 7.5 miles northwest of New Hope on road to Hertford.",36.198528,-76.428085,2300,"Y","?","Y","Yes","Flowering","","","","town+direction+distance+locality","best estimate","JA"
"1739",12628258,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/28/2006",2006,9,28,271,2006271,"flowering","unknown","Y","N"," "," ","","","North Carolina","Person","","about 0.2 mile WNW of the carver drive/memorial drive intersection, in a powerline clearing, roughly 0.3 miles SSW of the center of the piedmont community college campus, near Roxboro",NA,NA,NA,"Y","Y","Y","Yes","Flowering","","","","","","JA"
"1740",12628259,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/12/1959",1959,10,12,285,1959285,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","North Carolina","Polk","","along brook, warrior mountain",35.23458,-82.27532,2000,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1741",12628261,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/12/1921",1921,9,12,255,1921255,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, different phenology?","North Carolina","Polk","Melrose","glen, pearson's falls",35.216634,-82.337077,1500,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1742",12628262,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/12/1921",1921,9,12,255,1921255,"fruit???","unknown","N","Y"," "," ","recheck phenology: very unsure","same day/place, different phenology?","North Carolina","Polk","Melrose","glen, pearson's falls",35.216634,-82.337077,1500,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"1743",12628264,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/11/1956",1956,10,11,285,1956285,"fruit???","unknown","N","Y"," "," ","recheck phenology: very unsure","","North Carolina","Rowan","","low pasture, e of US 601 bridge across the south yadkin river",35.778367,-80.504682,1000,"Y","Y","Y","Yes","Fruiting","","","","locality","best estimate","JA"
"1744",12628265,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/18/1958",1958,10,18,291,1958291,"fruit???","unknown","N","Y"," "," ","recheck phenology: very unsure","","North Carolina","Robeson","","swamp forest 4.8 mi NNW of lumberton along saddletree swamp tributary",34.685003,-79.028418,8879,"Y","Y","Y","Yes","Fruiting","","","","town+direction+distance+locality","geolocate","JA"
"1745",12628269,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/24/1956",1956,9,24,268,1956268,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","Stanly","","ditch through field, 5 miles east-northeast of albemarle",35.37787,-80.117905,8279,"Y","Y","Y","Yes","Both","","","","town+direction+distance","geolocate","JA"
"1746",12628270,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","7/24/1974",1974,7,24,205,1974205,"vegetative","N","N","N","Y"," ","","","North Carolina","Stokes","","hanging rock state park, small stream near base of southeast-facing slope from wolf rock",36.38223,-80.264505,2000,"Y","Y","Y","No","","","","","locality","best estimate","JA"
"1747",12628271,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/9/1965",1965,10,9,282,1965282,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","Stokes","","hanging rock state park",36.394648,-80.265875,5000,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1748",12628272,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/4/1969",1969,10,4,277,1969277,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","","North Carolina","Surry","","back of claremont wharf",36.414821,-80.688078,32421,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used county ","county","geolocate","JA"
"1749",12628273,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/24/1956",1956,8,24,237,1956237,"buds???","Y","N","maybe"," "," ","recheck phenology: very unsure","","North Carolina","Swain","","near NC 28, 1 1/2 miles south of lauada",35.351114,-83.50405,4260,"Y","Y","Y","Yes","Flowering","Early","","","town+direction+distance+locality","geolocate","JA"
"1750",12628275,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/28/1957",1957,8,28,240,1957240,"flowering","unknown","Y","N"," "," ","","","North Carolina","Transylvania","","one mile northeast of fryingpan gap",35.404702,-82.754605,800,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1751",12628276,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/17/1927",1927,9,17,260,1927260,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Transylvania","","along French Broad R., E of Brevard",35.234448,-82.727834,700,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1752",12628290,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/5/1964",1964,9,5,249,1964249,"vegetative???","maybe","maybe","maybe","Y"," ","recheck phenology: very unsure. looks like top part of plant is missing?","","North Carolina","Wake","","spring near crabtree creek just west of william b. umstead state park",35.832695,-78.808424,4000,"Y","Y","Y","No","","","","","locality","best estimate","JA"
"1753",12628291,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/22/1940",1940,9,22,266,1940266,"flowering","unknown","Y","N"," "," ","","","North Carolina","Washington","","by bridge on 64, just nw of roper",35.886589,-76.632317,6000,"Y","Y","Y","Yes","Flowering","",""," 64 isn't nw of roper","locality","best estimate","JA"
"1754",12628292,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/8/1969",1969,8,8,220,1969220,"flowering","unknown","Y","N"," "," ","","","North Carolina","Watauga","","bog below fox famliy cabin",36.231106,-81.696425,25642,"Y","Y","Y","Yes","Flowering","",""," couldn't find locality, used county ","county","geolocate","JA"
"1755",12628293,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/1/1919",1919,8,1,213,1919213,"flowering and ???","maybe","Y","maybe"," "," ","recheck phenology: very unsure","date: day is extremely hard to read on label-may be 1","North Carolina","Watauga","","head watuaga river",36.126279,-81.823412,600,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1756",12628295,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1968",1968,9,20,264,1968264,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","same day/place, some have different phenology","North Carolina","Watauga","","roadbanks and woods along co. rt. 1102, on rich mt., 3.4 miles west of howard's knob",36.249997,-81.732333,2500,"Y","Y","Y","Yes","Both","",""," couldn’t find exact locality","locality","best estimate","JA"
"1757",12628296,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1986",1986,9,20,263,1986263,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Watauga","","roadbanks and woods along co. rt. 1102, on rich mt., 3.4 miles west of howard's knob",36.249997,-81.732333,2500,"Y","Y","Y","Yes","Flowering","",""," couldn’t find exact locality","locality","best estimate","JA"
"1758",12628299,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/25/1958",1958,9,25,268,1958268,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, different phenology","North Carolina","Wilson","","near nc 42, 5.2 miles wsw of wilson",35.709643,-78.006965,2000,"Y","Y","Y","Yes","Flowering","","","","town+direction+distance+locality","best estimate","JA"
"1759",12628300,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/25/1958",1958,9,25,268,1958268,"fruit","N","N","Y"," "," ","","same day/place, different phenology","North Carolina","Wilson","","near nc 42, 5.2 miles wsw of wilson",35.709643,-78.006965,2000,"Y","Y","Y","Yes","Fruiting","","","","town+direction+distance+locality","best estimate","JA"
"1760",12628302,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/20/1982",1982,9,20,263,1982263,"flowering","unknown","Y","N"," "," ","","","North Carolina","Yancey","","celo bog-fen, celo community, inc; ca 1 mile se junction nc 80 and sevenmile ridge rd (CR 1167). Black and craggy mountains",35.823568,-82.170952,1000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1761",12628303,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/27/1918",1918,8,27,239,1918239,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Yancey","","between spruce pine + micaville(??)",35.906913,-82.139458,15000,"Y","Y","Y","Yes","Flowering","",""," hard to read","locality","best estimate","JA"
"1762",12628308,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/25/1932",1932,8,25,238,1932238,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, different phenology?","North Carolina","","","smoky mt. national park, along stream",35.534859,-83.458462,41000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1763",12628309,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/12/1957",1957,9,12,255,1957255,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","North Carolina","Yancey","","highway 197 between cane river gap and pensacola",35.816437,-82.313086,2000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1764",12628310,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/25/1932",1932,8,25,238,1932238,"flowering","unknown","Y","N"," "," ","","same day/place, different phenology?","Tennessee","","","smoky mt. national park, along stream, between newfound gap and gattinburg",35.664131,-83.472589,9000,"Y","Y","Y","Yes","Flowering","",""," online record says NC, but description on board puts it in TN","locality","best estimate","JA"
"1765",12628312,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/29/1915",1915,9,29,272,1915272,"flowering and fruit","unknown","Y","Y"," "," ","","","North Carolina","","","pisgah forest",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"1766",12628313,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","7/28/1916",1916,7,28,210,1916210,"fruit","N","N","Y"," "," ","","","North Carolina","","","pisgah forest",NA,NA,NA,"Y","Y","Y","Yes","Fruiting","","","","","","JA"
"1767",12628738,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/14/1989",1989,9,14,257,1989257,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","South Carolina","Clarendon","","edge of creek, about halfway between foreston and manning on us 521",33.669615,-80.140058,3000,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1768",12628740,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/5/1961",1961,8,5,217,1961217,"vegetative","N","N","N","Y"," ","","","South Carolina","Lancaster","","Flat Creek, Lancaster County, South Carolina (Ca. 8 mi NE of Kershaw, S.C.) S side of Flat Creek, near US 601",34.647654,-80.510833,1500,"Y","?","Y","No","","","","","locality","best estimate","JA"
"1769",12628741,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/27/1911",1911,9,27,270,1911270,"buds?","Y","N","maybe"," "," ","recheck phenology: unsure","","South Carolina","Florence","Ebenezer","",34.175989,-79.851453,3036,"Y","Y","Y","Yes","Flowering","Early","","","town","geolocate","JA"
"1770",12628745,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/2/1966",1966,9,2,245,1966245,"flowering","unknown","Y","N"," "," ","","","Virginia","Madison","","ca 5 miles south of panorama, w side skyline drive, shenandoah national park",38.586221,-78.390022,8000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1771",12628748,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/16/1970",1970,9,16,259,1970259,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","","South Carolina","Oconee","","near rock ledge on the west bank of the thompson river, just north of point where small stream flows down steep rockface, ca 0.8 mile south of the NC state line , P.O. salem",35.022538,-82.983166,500,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1772",12628750,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/26/1957",1957,9,26,269,1957269,"flowering and fruit","unknown","Y","Y"," "," ","","","South Carolina","Orangeburg","","0.5 miles west of junction Co. 50 and 45 on Co. 50",33.386387,-80.32921,19000,"Y","Y","Y","Yes","Both","",""," couldn't find exact locality","locality","best estimate","JA"
"1773",12628751,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/22/1956",1956,8,22,235,1956235,"vegetative","N","N","N","Y"," ","","same day/close together, same phenology","South Carolina","Pickens","","bog, rocky bottom creek north of rocky bottom",NA,NA,NA,"Y","Y","Y","No","","","","","","","JA"
"1774",12628752,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/22/1956",1956,8,22,235,1956235,"vegetative","N","N","N","Y"," ","","same day/close together, same phenology","South Carolina","Pickens","","3 miles north of rocky bottom near us 178",35.078475,-82.809626,2000,"Y","Y","Y","No","","","","","town+direction+distance+locality","best estimate","JA"
"1775",12628755,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/14/1901",1901,9,14,257,1901257,"flowering","unknown","Y","N"," "," ","","","South Carolina","Richland","Richmond","",NA,NA,NA,"Y","Y","Y","Yes","Flowering","",""," online record says richland county, sheet doesn't. richmond isn't in richland county","","","JA"
"1776",12628757,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/4/1957",1957,10,4,277,1957277,"flowering and fruit","unknown","Y","Y"," "," ","","same day/place, same phenology","South Carolina","Sumter","","marsh, 3.7 mi sw of Trogden",NA,NA,NA,"Y","Y","Y","Yes","Both","","","","","","JA"
"1777",12628759,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/6/1957",1957,10,6,279,1957279,"flowering","unknown","Y","N"," "," ","","","South Carolina","Union","","by lake 2 mi se of Union",34.694894,-81.598752,6337,"Y","Y","Y","Yes","Flowering","","","","town+direction+distance","geolocate","JA"
"1778",12628871,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/7/1934",1934,10,7,280,1934280,"flowering","unknown","Y","N"," "," ","","","Alabama","Colbert","","bank of tennessee river northeast of sheffield",34.791543,-87.640502,4000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1779",12628874,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/24/1911",1911,10,24,297,1911297,"flowering","unknown","Y","N"," "," ","","","Alabama","Dallas","Selena","",32.325975,-87.106479,46575,"Y","Y","Y","Yes","Flowering","","","need to check online record (wouldn't load). couldn't find locality, used county","county","geolocate","JA"
"1780",12628875,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/22/1911",1911,10,22,295,1911295,"flowering and fruit","unknown","Y","Y"," "," ","","","Alabama","Tallapoosa","Tallaponce? (had ? on sheet","",32.862405,-85.797502,44330,"Y","Y","Y","Yes","Both","","","need to check online record (wouldn't load). couldn't find town, used county","county","geolocate","JA"
"1781",12628881,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/10/1911",1911,10,10,283,1911283,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","Georgia","Habersham","","near Cornelia",34.511488,-83.527117,4046,"Y","Y","Y","Yes","Both","","","","town","geolocate","JA"
"1782",12628882,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/10/1979",1979,9,10,253,1979253,"flowering","unknown","Y","N"," "," ","","same day/place, same phenology?","Georgia","Hart","","on bank of stream flowing east into savannah river. Site 79 (lat 34?20'56""; long 82?48'43"") ca. one mile south of lake hartwell dam, at lower end of park area. In backwaters of proposed russell lake",34.34889,-82.81194,NA,"Y","Y","Y","Yes","Flowering","","","","provided by observer","","JA"
"1783",12628883,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/23/1977",1977,9,23,266,1977266,"flowering","unknown","Y","N"," "," ","","","Georgia","Elbert","","Dan Tucker's Ferry area at Savannah River, end of county road 247. beside river",34.134577,-82.705988,21000,"Y","Y","Y","Yes","Flowering","","","couldn't find exact locality","locality","best estimate","JA"
"1784",12628885,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/14/1927",1927,9,14,257,1927257,"flowering","unknown","Y","N"," "," ","","","Georgia","Fannin","","along stream in woods, 2 mi E of morganton",34.875078,-84.220108,6033,"Y","Y","Y","Yes","Flowering","","","lat lon copied from other record-check it","town+direction+distance","geolocate","JA"
"1785",12628887,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/22/1966",1966,9,22,265,1966265,"flowering","unknown","Y","N"," "," ","","","Georgia","Franklin","","floodplain of north fork broad river along ga 59, ne of carnesville",34.401613,-83.186819,500,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1786",12628889,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/11/1971",1971,10,11,284,1971284,"flowering and fruit???","unknown","Y","Y"," "," ","recheck phenology: very unsure","same day/place, different phenology?","Georgia","Greene","","se of oconee river along hwy 15 between watkinsville and greensboro",33.722204,-83.294677,1500,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1787",12628890,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","10/23/1971",1971,10,23,296,1971296,"flowering","unknown","Y","N"," "," ","","","Georgia","Harris","","woods at water supply spring on n side of pine mountain, FDR state park",32.840839,-84.827318,1000,"Y","Y","Y","Yes","Flowering","","","","locality","best estimate","JA"
"1788",12628892,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/23/1978",1978,9,23,266,1978266,"flowering and fruit?","unknown","Y","Y"," "," ","recheck phenology: unsure","","Georgia","Morgan","Rutledge","edge of lake rutledge near boat ramp. hard labor creek  state park 2 mi n of rutledge ",33.64815,-83.586852,1400,"Y","Y","Y","Yes","Both","","","","locality","best estimate","JA"
"1789",12628893,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","8/30/1970",1970,8,30,242,1970242,"???","","",""," ","Y","need to recheck phenology","same day/place, different phenology?","Georgia","Morgan","Rutledge","edge of lake, hard labor creek state park",33.654837,-83.594589,2300,"Y","Y","Y","","","","","","locality","best estimate","JA"
"1790",12628900,"MW","NCU","specimen","Chelone glabra","Chelone","glabra","9/26/1972",1972,9,26,270,1972270,"flowering and ?","maybe","Y","maybe"," "," ","recheck phenology: unsure","same day/place, same phenology?","Kentucky","Calloway","","intersection of ky 94 and murray state university biological station road",36.61028,-88.31472,NA,"Y","Y","Y","Yes","Flowering","","","","provided","","JA"
